Front,Back,Tags
"Two load-balanced app servers in active-active cluster with a shared database. One server crashes — no interruption. But if the shared database fails, all trading stops. A financial services company runs its trading platform on two load-balanced application servers with a shared database. The servers are in an active-active cluster. During a routine deployment, one server crashes. The remaining server immediately takes over all traffic with no interruption to trading. The security architect reviews this setup and notes that if the shared database fails, all trading stops. Which recommendation would MOST improve availability?","The app tier already has high availability via active-active load balancing. The critical single point of failure is the shared database. Database clustering with synchronous replication (or an Always On availability group) provides automated failover between database nodes, ensuring the database tier has the same resilience as the app tier.",secp701::d3::context
"A provider delivers email, CRM, and office apps via browser; the customer manages only accounts and content. A company moves its email, customer relationship management, and office productivity applications to a provider that manages the underlying infrastructure, platform, and application, delivering everything through a web browser. The company manages only user accounts and content. Which service model is this?","SaaS delivers complete applications with the provider responsible for infrastructure, platform, and application layers. The customer's residual responsibilities are data, user access, and configuration — matching the scenario.",secp701::d3::context
"A university's network team protects wired access ports by allowing only pre-approved MAC addresses on each port. After an incident in which a student spoofed the MAC address of an approved lab computer and gained full network access from an active wall jack, the team wants to replace the static MAC allowlists with per-user identity-based authentication for every device that connects. Which control should the team implement?","802.1X performs port-based authentication: the connecting device acts as the supplicant, the switch acts as the authenticator, and a RADIUS server validates the credentials, so a spoofed MAC no longer grants access. Disabling unused ports only shrinks the number of available wall jacks, and MAC allowlists, however detailed, remain trivially spoofable. DHCP snooping guards against rogue DHCP servers rather than device identity, so none of those alternatives authenticate the endpoint.",secp701::d3::context
"Small independently deployable services communicating over APIs, each scaling separately; all cloud resources provisioned from version-controlled config. A startup deploys its application as small, independently deployable services that communicate over APIs, each scaling separately. The team also provisions all cloud resources from version-controlled configuration files in a Git repository. Which TWO architecture practices are in use?","Microservices break applications into independently deployable, API-communicating services. Infrastructure as code (IaC) manages infrastructure through versioned, reviewable configuration — enabling repeatable, auditable provisioning.",secp701::d3::context
"Provider handles data centers, hypervisor, and network; hospital handles access, encryption settings, and audit policies. A hospital uses a cloud provider for its electronic health record (EHR) system. During a security review, the hospital's CISO notes the provider is responsible for the physical data centers, hypervisor, and network, while the hospital configures user access, encryption settings, and audit policies. Which concept does this division describe?","The shared responsibility model allocates cloud security duties: the provider secures the underlying infrastructure, and the customer secures what it controls (access, data, configuration, identities). The split varies by service model (IaaS/PaaS/SaaS).",secp701::d3::context
Separate segments with restricted inter-segment traffic so a compromised server cannot easily reach peers. A security architect wants to prevent an attacker who compromises one application server from easily reaching other servers in the same tier. The architect creates separate network segments and restricts traffic between them so that only specific application-to-application flows are permitted. Which concept is being implemented?,"Microsegmentation (often software-defined) creates granular security zones with explicit per-application allow rules, containing east-west lateral movement. It is a core Zero Trust architectural control.",secp701::d3::context
"A container image from a public registry contains a vulnerable library and runs as root. An organization's security team discovers that a container image pulled from a public registry contains a known vulnerable version of a library, and that the image was built from a Dockerfile that runs as root. Which TWO hardening steps address the root causes?","Container security requires scanning images for known CVEs and running with least privilege (non-root, read-only rootfs, dropped capabilities). These address the two root causes described: vulnerable dependencies and root execution.",secp701::d3::context
"Legacy SCADA controllers that cannot be patched should never be directly reachable from the corporate network or internet. A water utility operates a SCADA system that controls pumps and valves. The system runs on legacy controllers that cannot be patched, and the vendor recommends the controllers never be directly reachable from the corporate network or the internet. Which architectural control is the vendor describing?","ICS/SCADA environments with unpatched, long-lifecycle controllers rely on air gaps and controlled one-way data exchange to remove attack surface. OT/IT segmentation, data diodes, and jump hosts are the standard protections.",secp701::d3::context
Remote employees need access to a small set of internal apps without public exposure or full-network VPN. An organization needs to give remote employees access to a small set of internal applications without placing those applications on the public internet or requiring a full VPN to the entire corporate network. Which technology fits this requirement BEST?,ZTNA (a Zero Trust access model) connects users to specific applications through an identity-aware proxy without exposing them publicly or granting general network access — the modern replacement for remote-access VPN for application-level access.,secp701::d3::context
"A payment processor replaces card numbers with random unique values and stores the mapping in a secured vault to reduce PCI scope. A payment processor must store credit card numbers to handle refunds but wants to minimize PCI DSS compliance scope. The processor replaces card numbers with randomly generated values that are unique per transaction, and stores the mapping between the real number and the replacement in a highly secured vault. Which technique is this?","Tokenization substitutes sensitive values with non-sensitive tokens stored separately from the original data. Because tokens are not the real PAN and cannot be reversed without vault access, systems handling only tokens fall out of PCI DSS scope.",secp701::d3::context
"Joining databases on email addresses that must not be recoverable from the analytic environment. A data analyst needs to use customer email addresses to join two databases for analysis, but the security team requires that the addresses not be recoverable from the analytic environment. Which technique satisfies this requirement?","Salting and hashing pseudonymizes data: identical inputs hash identically (enabling joins), but the original value is computationally infeasible to recover. This is the standard approach for analytics on sensitive identifiers.",secp701::d3::context
"An endpoint agent detects files with SSN/CC patterns and blocks copying to USB or external email. A company deploys an agent on employee workstations that monitors files containing patterns matching social security numbers and credit card numbers, and blocks attempts to copy them to USB drives or email them externally. Which control is this?","Endpoint DLP agents perform content inspection on the device and enforce policies on sensitive data movement — blocking USB copy, email, and other egress channels. Network DLP and storage DLP complement it.",secp701::d3::context
"Audit logs retained 7 years on WORM storage with hashing for tamper evidence. An organization's records management policy requires that audit logs be retained for seven years and be tamper-evident. The security team stores the logs on write-once, read-many (WORM) storage and hashes each log batch. Which data lifecycle concept is being addressed?",Data retention defines how long records are kept and how they are preserved. WORM storage and cryptographic hashing ensure retained logs remain intact and tamper-evident for the full retention period — a compliance and forensics requirement.,secp701::d3::context
"Full backup Sundays, differential backups other nights; restore after Thursday failure. A company performs a full backup every Sunday night and differential backups every other night. On Thursday, the file server fails and must be restored from backups. Which backups are required for a complete restore?","Differential backups capture all changes since the last full backup. Restore = last full + latest differential (2 tapes). Incremental backups, by contrast, would require the last full plus every incremental since it.",secp701::d3::context
Max 4 hours downtime tolerated; max 15 minutes of data loss tolerated. An organization determines it can tolerate at most 4 hours of downtime for its order-processing system and at most 15 minutes of data loss. Which pair of metrics defines these requirements?,"RTO (recovery time objective) = max acceptable downtime (4h); RPO (recovery point objective) = max acceptable data loss (15 min). The RPO drives backup frequency: to lose at most 15 minutes, backups/replication must run at least that often.",secp701::d3::context
"Continuously replicated, fully equipped secondary facility that can take over within minutes. A financial firm requires near-continuous availability after a disaster, with systems continuously replicated to a secondary facility that is fully equipped and can take over within minutes. Which disaster recovery site type is this?","Hot sites maintain mirrored, continuously replicated environments that can resume operations within minutes. Warm sites need loading and configuration; cold sites need full build-out.",secp701::d3::context
"Backups stored on the same storage array as production are encrypted by ransomware too. A company's backup administrator takes a nightly snapshot of a database and stores it in the same storage array as the production database. After a ransomware attack encrypts the array, the backup is also unusable. Which change to the backup strategy would have prevented this outcome?","Ransomware resilience requires backups that the attacker cannot reach or modify: immutable storage (WORM/object locking), offline/air-gapped copies, or separate isolated backup infrastructure — plus tested restores.",secp701::d3::context
The directory queries must use LDAP over TLS (LDAPS). A security administrator must allow applications to query the corporate directory service over an ENCRYPTED connection. Which port must be opened on the firewall?,LDAPS (LDAP over TLS) uses TCP 636; plaintext LDAP uses 389; Global Catalog uses 3268/3269. The exam expects the secure-versus-insecure port distinction (LDAP 389 → LDAPS 636).,secp701::d3::context
The organization currently uses FTP and TFTP and wants encrypted file transfer. A company must replace insecure file-transfer methods with protocols that encrypt both credentials and data in transit. Which TWO protocols satisfy this requirement?,"SFTP (SSH-based) and FTPS (FTP-over-TLS) both encrypt credentials and data. Plain FTP, TFTP, HTTP, and Telnet are cleartext and must be avoided.",secp701::d3::context
"Telnet (TCP 23) sends everything, including passwords, in cleartext. A network engineer must replace Telnet for remote management of network devices. Which protocol and port is the correct secure replacement?","SSH on TCP 22 is the direct secure replacement for Telnet (TCP 23) for command-line device management: encrypted session, authenticated, and the exam's canonical insecure→secure pair.",secp701::d3::context
"A healthcare company migrates its claims-eligibility service to a Function-as-a-Service (FaaS) platform. The provider provisions the execution environment, patches the underlying runtime and operating system, and manages the physical hosts. The company's developers deploy hundreds of small functions that read and write protected health information, and the platform bills per execution. Which TWO security responsibilities remain with the organization under the serverless shared responsibility model? (Select TWO.)","In serverless/FaaS the provider owns the physical hosts, hypervisor, runtime, and operating system, so host patching, VM hardening, host antivirus, and data-center security are provider responsibilities. The customer remains responsible for the function code and its dependencies, the identity and access management roles and permissions the functions run with, and the data the functions process. Over-privileged function roles are a common serverless misconfiguration that leads to data exposure.",secp701::d3::context
"A chemical plant uses programmable logic controllers (PLCs) running a proprietary real-time operating system (RTOS). The controllers must respond to sensor interrupts and actuate valves within strict hard deadlines, because a delayed response can over-pressurize a reactor. The RTOS vendor provides no security patches, and the plant cannot install antivirus or modify the kernel scheduling on the devices. Which mitigation is MOST appropriate for securing these controllers?","Hard real-time systems must meet deterministic deadlines; general-purpose OSes, emulation, or added host agents can break timing or simply cannot be installed on a closed RTOS. Because the controllers cannot be patched, the practical mitigation is network segmentation of the OT environment, restricting inbound traffic, and monitoring at the boundary — compensating controls that shrink the attack surface without modifying the device.",secp701::d3::context
"A company installs an electronic badge-controlled lock on the door of its server room. The life-safety policy requires that employees must always be able to leave the room, including during a power outage or a controller failure, and that no one can ever be trapped inside. The security team must decide how the lock behaves when the access-control system loses power or malfunctions. Which failure mode should be configured for the door lock?","Fail-open (fail-unlocked) makes the door default to unlocked when power or the controller fails, which guarantees occupant egress and satisfies the life-safety policy. Fail-closed/fail-secure would keep the door locked and trap occupants; preserving the last state gives no guaranteed outcome; and a UPS cannot cover every failure mode. The right failure mode depends on the control's priority — an access door favoring life safety goes fail-open, while a firewall protecting data typically goes fail-closed so traffic is blocked by default.",secp701::d3::context
A retailer discovers that an unknown device was plugged into an active wall jack in a stockroom and connected to the corporate network. The switches in the wiring closets currently accept any device on any port. The administrator must prevent unauthorized devices from attaching to access ports while keeping day-to-day operations manageable. Which TWO controls should the administrator implement to prevent unauthorized devices from connecting to the network? (Select TWO.),"Port security with a MAC limit and sticky learning binds each port to the first learned device and blocks additional hardware, and 802.1X authenticates the endpoint against a RADIUS server before the port becomes active — together these stop rogue devices from using wall jacks. DTP negotiation is a VLAN-hopping risk, unlimited MAC learning expands access, disabling unused ports only covers dead jacks, and a shared VLAN removes segmentation. Best practice combines 802.1X with port security and also disables unused ports and DTP.",secp701::d3::context
"A payment-processing database loses power while processing a batch of transfers. After the system restarts, the database automatically recovers: every transaction that was committed before the crash is restored, and partially completed transactions are rolled back, so no committed payment is lost or duplicated. The recovery does not depend on restoring a backup. Which mechanism enabled this recovery?","A write-ahead journal records each transaction's changes to a log before the transaction is committed, so after a crash the database can replay (redo) committed transactions and roll back (undo) incomplete ones — no backup is required. Replication, point-in-time snapshots, and ECC memory do not provide this redo/undo capability. Filesystems use the same journaling principle to protect metadata during sudden power loss.",secp701::d3::context
A company hosts every customer-facing service on identical servers running the same operating system and hypervisor from a single vendor. The security team warns that one widely exploited OS or hypervisor vulnerability could take down or compromise all services at once. The company decides to run different operating systems and hypervisors across its critical workloads and to avoid depending on a single vendor for every tier. Which resilience strategy does this approach represent?,"Platform diversity runs critical workloads on different operating systems, hypervisors, or hardware so that a vulnerability or vendor defect in one platform cannot simultaneously compromise all systems, reducing common-mode failure and single-vendor risk. Geographic dispersion, load balancing, and patching each support resilience in other ways but leave the shared-platform weakness in place.",secp701::d3::context
"A retailer's e-commerce site faces a predictable seasonal surge in traffic and orders. The operations team must confirm the web tier can handle the projected peak requests per second, storage can absorb the added transaction volume, and enough support staff are scheduled to respond to incidents, all while continuing to meet the stated availability and recovery targets. Which activity best prepares the platform for the peak?","Capacity planning forecasts expected demand and sizes compute, storage, and staffing so the platform can meet its availability and recovery targets during peaks. Arbitrary oversizing wastes budget, removing load-balancing capacity reduces availability, and longer backup retention is a data-retention decision rather than load sizing.",secp701::d3::context
