Front,Back,Tags
"A regional bank's security audit finds that 12 IT staff members hold permanent domain administrator accounts used for routine break-fix work. The CISO wants to eliminate standing administrative privileges while still allowing administrators to complete elevated tasks such as patching, password resets, and maintenance-window changes. Which TWO controls would BEST reduce standing privilege while keeping the team productive? (Select TWO.)","Just-in-time permissions (a) remove standing privileges by granting elevation only for an approved task window and revoking it automatically, while password vaulting (b) secures shared credentials with MFA, check-out tracking, and rotation; together these are the core privileged access management controls. Adding more admin accounts or granting universal Enterprise Admins membership expands the standing-privilege attack surface, a second security question does nothing to remove permanent rights, and rotating shared passwords on a spreadsheet provides no accountability.",secp701::d4::context
"A security team must choose a vulnerability scanning approach for two system groups: several hundred long-lived servers in the private data center, and short-lived cloud instances that are created and terminated within minutes by the development pipeline. The team wants continuous visibility into both environments. Which deployment approach BEST fits this mixed environment?","Agent-based scanning offers continuous, authenticated assessment on persistent systems, making it the right choice for the long-lived servers, while agentless scanning performs checks over the network or cloud APIs and suits ephemeral instances that do not persist long enough to host an agent. Reversing the two, banning agents outright, or substituting endpoint protection leaves significant coverage gaps.",secp701::d4::context
"A vulnerability scan of Windows workstations run with network probes only reported many missing patches and configuration weaknesses. When the same scope was scanned again using administrator credentials, the results contained fewer findings, and several items from the first report no longer appeared. What BEST explains the difference between the two scans?","Authenticated scans use supplied credentials to inspect each host's real configuration — installed patches, services, and settings — producing accurate results with fewer false positives. Unauthenticated scans must infer state from network responses, so they commonly over-report missing patches and misread configurations. Signature age or firewall filtering do not explain the difference when the same systems are assessed with and without credentials.",secp701::d4::context
"A manufacturer's network operations team administers switches and a file server that still use Telnet for remote management and FTP for firmware and file transfers. An audit flagged these clear-text protocols, and the team must move to secure alternatives without purchasing new hardware. The switches support SSH for management, and the file server supports SSH-based file transfer. Which protocol migration BEST addresses the audit findings?","SSH replaces Telnet with encrypted interactive management, SFTP (SSH File Transfer Protocol) replaces FTP with encrypted file transfer, and disabling Telnet, FTP, and weak cipher suites removes the insecure paths entirely. VPN tunneling keeps the legacy services enabled, FTPS alone leaves Telnet exposed, and console-only administration sacrifices remote management instead of securing it.",secp701::d4::context
"A university's network intrusion detection system generates thousands of alerts per week, and analysts find that most are false positives caused by legitimate student tools and administrative scans. Management wants the SOC to reduce alert fatigue while keeping visibility into genuine intrusions. The team is deciding how to tune the detection deployment. Which two actions BEST reduce false positives without sacrificing detection? (Select TWO.)","Baselining and threshold tuning remove systematic false positives caused by known-benign traffic, while threat-intelligence-driven trend analysis concentrates analyst effort on signatures tied to active campaigns. Enabling every signature, deleting rules that fire, or switching inline or monitor-only modes either adds noise, removes coverage, or changes the enforcement posture without improving alert quality — and with a noisy rule set, inline mode risks blocking legitimate traffic.",secp701::d4::context
"A logistics company manages the security groups of its cloud three-tier application as infrastructure as code through a CI/CD pipeline. An engineer manually opened SSH from the internet to the database tier in the cloud console during an incident, and the change went unnoticed until an audit two weeks later. Which control would MOST effectively prevent this kind of unmanaged change from recurring?","Guard rails (a) enforce the known-good, IaC-defined configuration by monitoring for drift and taking automated corrective action, which closes the gap between a manual change and its detection. A warning banner is purely advisory, direct API access encourages unmanaged edits, and a quarterly review leaves the exposure in place far too long.",secp701::d4::context
A financial firm's DLP blocks outbound email attachments based on filename rules. An employee recently exfiltrated customer data by renaming a spreadsheet containing account numbers to 'notes.txt' and sending it to a personal webmail address. Management wants a policy that detects the data itself regardless of how it is named. Which policy change BEST detects the disguised data?,"Content-aware DLP inspects the contents of outbound data using pattern matching, fingerprints, or exact-data matching, so renaming a file does not defeat the policy. Filename block lists depend on attacker-controlled metadata, blanket blocking of a department breaks business, and raising size limits increases risk. DLP policies should match the data itself at the point of egress.",secp701::d4::context
"A penetration tester runs 'nmap -sS -sV -O -p 1-10000 10.0.0.1'. All 10,000 ports show as 'filtered' but the web application is accessible via a browser. Why did Nmap report all ports as filtered?","Nmap port states: open (accepting), closed (RST received), filtered (firewall blocking probe). Stateful firewalls track connection state and block unsolicited SYN packets. TCP connect scan (-sT) may bypass some firewalls.",secp701::d4::context
"At 9:00 a.m. the identity team disables the Active Directory account of a project manager who was terminated the previous evening. The employee used SSO to reach the company's SaaS applications, held a corporate laptop, and owned several shared project folders on the file server. Which action is MOST important to complete the de-provisioning of this employee's access?","De-provisioning (a) requires revoking every authentication path, including SSO sessions and group-based access in federated applications, not just disabling the directory account. Keeping the account active or only handling the laptop leaves access live, and deleting mailboxes and folders prematurely bypasses ownership transfer and preservation requirements.",secp701::d4::context
"An analyst uses tcpdump to capture only TCP traffic to/from 10.0.1.50 on ports 80 and 443. An analyst uses tcpdump to capture suspicious traffic. The capture must include only TCP traffic to/from 10.0.1.50 on ports 80 and 443, saving to a file for analysis. Which tcpdump command accomplishes this?","tcpdump syntax: -i (interface), -w (write file), -r (read file). Berkeley Packet Filter (BPF) syntax: 'tcp and host X and (port Y or port Z)'.",secp701::d4::context
"A manufacturer's cleanroom doors use fingerprint readers. After the readers were tightened to keep unauthorized people out, employees are frequently rejected on their first attempt, which creates queues at the entrances. The security team must reduce the false rejections without increasing the chance of unauthorized entry. Which TWO adjustments would BEST address the problem? (Select TWO.)","Enrolling multiple fingerprints (c) reduces false rejections without weakening the match threshold, and tuning to the crossover error rate (d) balances false accepts against false rejects instead of over-optimizing one. Lowering the threshold to accept a wider range (a) raises the false acceptance rate, raising the threshold (b) increases false rejections, and requiring two scans (e) doubles the failure opportunity; removing biometrics (f) discards the inherence factor entirely.",secp701::d4::context
"A community bank's password policy requires eight characters with at least one uppercase letter, one number, and one symbol, and forces a change every 60 days. A penetration test shows that most employees satisfy the rule with predictable patterns such as 'Spring2024!'. The CISO asks the security team to modernize the policy. Which change is MOST effective at improving password security?","The most effective change (a) prioritizes length with passphrases, blocks passwords already exposed in breaches, and removes forced rotation that current guidance identifies as unnecessary and counterproductive. Complexity-only rules at short lengths (b) and shorter expiration (c) both drive predictable patterns, and (d) keeps the rotation problem while only partially improving length.",secp701::d4::context
A mid-size manufacturer runs an OpenLDAP directory as the central identity store for its on-premises systems. The developers of a new internal HR portal need to authenticate employees against that same corporate identity rather than maintaining a separate login database. Which approach should the portal use to authenticate users against the directory?,"LDAP's bind operation authenticates a user against the directory, and the same directory provides group memberships and attributes for authorization, with LDAPS protecting the exchange (a). Local password copies (b) spread credential material outside the identity store, RADIUS (c) is a network-access AAA protocol rather than a directory, and SNMP (d) is for network management, not login validation.",secp701::d4::context
"A hospital group's IT team manually creates accounts for every new clinician, and onboarding often takes three days because access requests are handled one system at a time. The team plans to automate user provisioning by connecting the HR system to the identity provider so account lifecycles follow employee records. Which TWO statements describe primary security benefits of this automation? (Select TWO.)","The primary benefits (a, b) are a complete lifecycle tied to HR records — instant, consistent creation paired with reliable de-provisioning — and least-privilege role assignment driven by department and title. Shared default passwords (c) introduce risk, removing approvals (d) or accountability (e) breaks oversight, and provisioning everywhere (f) violates least privilege.",secp701::d4::context
Password audit of Active Directory reveals 15% of passwords are crackable. Analyst must prepare the audit report. A security analyst runs a password audit against Active Directory using a hash-cracking tool. The tool successfully recovers the plaintext passwords for 15% of user accounts. What is the MOST important data handling consideration for the audit results report?,"Security audit findings that contain plaintext passwords create a secondary data breach risk. The best practice is to report which accounts have weak passwords (so they can be reset) and recommend policy changes, without including the actual passwords in written reports.",secp701::d4::context
"A standard image with security configs, approved apps, and patches deployed to 200 identical workstations. An administrator is provisioning 200 identical Windows workstations. To ensure every system starts from the same hardened state, the team captures a standard image that includes security configurations, approved applications, and patch levels, then deploys it via the management tool. What is this image called?","A golden image (baseline image) is the standard hardened configuration deployed to new systems, ensuring consistency, patch compliance, and secure defaults across the fleet.",secp701::d4::context
"New Linux servers have Telnet enabled, SNMP community 'public', and root SSH password login permitted. A security assessment of newly deployed Linux servers finds the Telnet service enabled, the SNMP community string set to 'public', and the root account permitted to log in over SSH with a password. Which TWO hardening actions address the findings?","Hardening includes disabling insecure protocols (Telnet), enforcing secure management (SSH keys), and using authenticated network management (SNMPv3). Root login over SSH with passwords should be disabled in favor of keys and privilege elevation.",secp701::d4::context
"Endpoint protection that detects, auto-isolates, investigates memory/processes, and rolls back malicious changes. A security engineer needs endpoint protection that not only detects malware but also automatically isolates an infected host from the network, performs memory/process investigation, and can roll back malicious changes. Which solution category fits?","EDR/XDR continuously monitors endpoints, uses behavioral analytics, automates containment (host isolation), supports forensic investigation, and can roll back ransomware-style changes. XDR extends the same approach across network, email, and cloud.",secp701::d4::context
"A Linux server in a retailer's DMZ is suspected of being used as a pivot point during an intrusion. The incident responder must establish which accounts authenticated over SSH and when, whether any commands created new user accounts, and what processes executed around the suspected time. The responder is choosing which on-host data sources to examine first. Which endpoint/OS log source is the BEST starting point to answer these questions?","On Linux, /var/log/auth.log records authentication attempts and successes such as SSH logons, and the audit daemon logs process execution, syscalls, and account-management changes, making the pair the definitive on-host source for this investigation. Web application logs only cover HTTP requests, dmesg reports kernel and hardware messages, and Bash history is per-user, trivially cleared, and excludes non-interactive activity.",secp701::d4::context
"Corporate-owned phones used for work and personal purposes, MDM-enrolled, with a separate personal app container. A company issues smartphones to employees for both work and personal use. The devices are corporate-owned, enrolled in the management platform, and the company can wipe or restrict them, while employees may install personal apps in a separate container. Which deployment model is this?","COPE (corporate-owned, personally enabled) gives the organization full management and wipe authority while allowing personal use, typically via app containerization — the balance of control and employee flexibility.",secp701::d4::context
"An online retailer's customer-facing application began returning slow responses during peak hours. The operations team wants continuous visibility into CPU, memory, disk, and application request latency so it can detect resource exhaustion before customers are affected. The team is selecting a monitoring approach for its application servers. Which monitoring practice BEST provides this visibility?","Infrastructure and application monitoring agents collect metrics such as CPU, memory, disk utilization, and request latency on a continuous basis, and thresholds set against baselines trigger alerts as systems approach exhaustion. Vulnerability scans reveal configuration weaknesses, syslog records events rather than utilization, and packet capture analyzes traffic instead of resource consumption.",secp701::d4::context
"A bank's threat intelligence team receives a report describing a campaign that uses a specific PowerShell loader and outbound connections to a set of known command infrastructure. No alerts have fired, but the bank operates similar environments. The team decides to search for the reported indicators proactively rather than wait for a detection to trigger. Which approach BEST describes this activity and how it should be executed?","Threat hunting is a proactive, hypothesis-driven review of endpoint and network telemetry for IOCs and adversary behavior, frequently prompted by new threat intelligence before detections trigger. Findings are validated and then escalated into incident response. Vulnerability scanning checks patch state, immediate containment presumes a confirmed incident, and red-team emulation validates detection coverage rather than investigating the live environment.",secp701::d4::context
Security logs must survive tampering by a compromised administrator. An organization requires that security logs be preserved so that even a compromised administrator cannot silently alter historical records. Which control BEST achieves this?,"Log integrity requires centralized collection to tamper-evident storage (append-only/WORM), access separation, and hashing/timestamping. Attackers with local admin can modify or delete local logs; off-host immutable storage resists that.",secp701::d4::context
"CVSS 9.8 flaw in an internal-only web app with no known exploitation in the wild. A vulnerability scanner reports a critical-severity flaw (CVSS 9.8) in a customer-facing web application. The flaw is not yet known to be exploited in the wild, and the application is not internet-accessible — it is internal only. According to risk-based prioritization, how should the team proceed?","CVSS severity is only one input. Prioritization should incorporate exposure (internal vs internet-facing), known exploitation (e.g., CISA KEV catalog), compensating controls, and business criticality — an internal-only, unexploited flaw may rank below an exposed one.",secp701::d4::context
"Simulating real attacker techniques against a web app within agreed scope/time with management approval. A security team must verify that a newly deployed web application is free of common vulnerabilities by simulating real attacker techniques within an agreed scope and time window, with explicit approval from management. Which activity is this?","Penetration testing actively exploits vulnerabilities to validate real risk, operating under rules of engagement (scope, timing, authorization). Vulnerability scanning is passive detection; audits review process and control evidence.",secp701::d4::context
"Authenticate once with the corporate IdP, then access multiple SaaS apps without re-authentication. A company wants employees to authenticate once and gain access to multiple SaaS applications without re-entering credentials, using the corporate identity provider as the source of truth. Which technology enables this?","SSO with federation (SAML 2.0 or OIDC) authenticates the user once at the identity provider and issues assertions/tokens that relying applications trust — no repeated credential entry, centralized identity management.",secp701::d4::context
"Vaulting privileged credentials, JIT elevation, session recording, password rotation. An organization needs to manage privileged accounts: vaulting credentials, enforcing just-in-time elevation, recording admin sessions, and rotating passwords after use. Which solution category provides these capabilities?","PAM centralizes privileged account control: credential vaulting, JIT/least-privilege elevation, session monitoring/recording, and automated rotation. It directly addresses the risk of standing admin credentials.",secp701::d4::context
"SIEM alerts auto-enriched, ticketed, firewall-blocked via API, and analysts notified per a predefined workflow. A security team wants to reduce manual effort by having the SIEM automatically enrich alerts with threat intelligence, open a ticket, block a confirmed malicious IP at the firewall via API, and notify the on-call analyst — all following a predefined workflow. Which technology provides this?","SOAR (Security Orchestration, Automation, and Response) codifies response playbooks: it enriches alerts, triggers actions across tools (firewall APIs, ticketing), and coordinates human notification — reducing MTTR and manual toil.",secp701::d4::context
Automating firewall changes via API with a service account — identify the most important safeguard. A security engineer is automating firewall rule changes via scripts that call the firewall vendor's API using a service account. Which practice is MOST important to prevent the automation itself from becoming a security risk?,"Automation introduces its own risks: over-privileged service accounts and unvetted scripted changes. Least privilege, code review, approval gates, versioning, and full logging are the core safeguards for security automation.",secp701::d4::context
"Identifying and removing malware, then applying the patch that was exploited. During incident response, the team identifies the malware, removes it from affected hosts, and applies the missing patch that the malware exploited. Which phase of the NIST incident response lifecycle is being performed?","NIST SP 800-61 phases: Preparation, Detection & Analysis, Containment/Eradication/Recovery, Post-Incident Activity. Eradication removes the adversary and its foothold — malware deletion plus vulnerability remediation (patching).",secp701::d4::context
"Documenting every handler, time, place, and action for evidence, stored in a locked facility. A forensic examiner must produce evidence that can be presented in court. The examiner documents every individual who handled the evidence, when, where, and what was done to it, and stores it in a locked, access-controlled facility. Which concept is being followed?","Chain of custody documents the complete evidence handling history, preserving admissibility by proving the evidence was not altered or substituted. Every transfer is logged and secured; hashing provides integrity verification alongside.",secp701::d4::context
"A managed service provider's security leadership needs a recurring view of risk across hundreds of client environments, including which systems have critical unpatched vulnerabilities, how remediation is progressing, and whether any systems were added since the last review. The team must build this from the data its vulnerability management platform already collects. Which investigation data source BEST supports this recurring review?","Vulnerability management platforms store scan results, and automated reports and dashboards aggregate those findings by severity, asset, and remediation status, giving leadership a recurring view of posture and progress across environments. Packet captures, individual scan emails, and endpoint-local quarantine lists do not aggregate findings organization-wide or support trend and remediation tracking.",secp701::d4::context
"A fake access point impersonates a legitimate one to harvest handshakes/credentials. An attacker places a device in a coffee shop that broadcasts the SAME SSID as the corporate WPA2 network and uses a signal jammer to force nearby employees' laptops to disconnect and reconnect to the attacker's access point, capturing the handshake. Which attack is this?",An evil twin is a rogue access point that impersonates a legitimate SSID; attackers often add deauthentication jamming to force clients to reconnect to the fake AP and reveal handshakes or credentials.,secp701::d4::context
"Both the client and the server present certificates; nothing is shared beyond the certs. An organization must deploy enterprise Wi-Fi authentication with MUTUAL certificate-based authentication between the client and the RADIUS server, and no shared passwords. Which EAP method satisfies this requirement?",EAP-TLS provides mutual certificate-based authentication (client AND server certs) — the strongest 802.1X EAP method. PEAP/MSCHAPv2 use password-based client auth; LEAP is deprecated/weak.,secp701::d4::context
Volatile data is lost when the system is powered off or the session ends. An incident responder must collect evidence from a live Windows server. Which order of volatility is correct (MOST volatile first)?,Order of volatility: registers/cache → RAM → process/network state → temp files → disk → remote logs → archival media. Memory and network state vanish on power-off; remote logs persist elsewhere.,secp701::d4::context
"The goal is to stop lateral movement and further damage without destroying evidence. During an active ransomware incident, the response team must CONTAIN the spread while preserving evidence. Which TWO actions are containment-phase actions?",Containment stops the incident from spreading: isolating affected hosts and blocking C2 infrastructure are classic containment actions. Restoration = recovery; lessons learned and plan updates = post-incident; notification = communications.,secp701::d4::context
A hospital is adding Wi-Fi coverage for nursing tablets and VoIP handsets in a new wing. The team must guarantee continuous coverage while avoiding interference between access points and with nearby medical telemetry. The wing includes thick-walled rooms and a central elevator shaft that can shadow wireless signals. What should the network team do before mounting any access points?,"A wireless site survey collects signal measurements around the facility, and heat maps visualize coverage, interference, and dead zones, letting the team position access points and choose channels before mounting hardware. Maximum power and default channels worsen interference, while cabling convenience ignores radio physics.",secp701::d4::context
"A financial services web application stores the session identifier in a cookie. A penetration test found two issues: a stored cross-site scripting (XSS) flaw that lets an attacker read document.cookie, and a cross-site request forgery (CSRF) flaw that lets an attacker trigger state-changing requests while the victim's session is active. The application is already served exclusively over HTTPS. Which TWO cookie attributes should the team set to address these findings? (Select TWO.)","HttpOnly denies JavaScript access to the cookie, defeating the XSS exfiltration, while SameSite stops the browser from sending the cookie on cross-site requests, defeating CSRF. Secure is redundant on an HTTPS-only site, and expanding domain scope, extending lifetime, or allowing cross-site sending increases exposure rather than reducing it.",secp701::d4::context
"A development team wants to catch injection, cross-site scripting, and buffer-overflow flaws before code is deployed. They plan to add a scanning step to their CI pipeline that runs automatically on every commit. The team's budget covers one new tool, and the tool must not require a running, instrumented application. Which technique would the team add to the pipeline to inspect the source code itself before the application is built or executed?","Static code analysis parses the source and models data flow to find vulnerabilities such as injection, XSS, and buffer overflows before anything runs, which fits a per-commit CI gate. DAST, fuzzing, and penetration testing all act against an executed application and would come later in the lifecycle.",secp701::d4::context
"An organization is building a complete hardware and software asset inventory to identify unmanaged and rogue devices before an upcoming security audit. Endpoint agents are installed on most laptops, but the team cannot assume coverage is complete because servers, network gear, and IoT devices were never enrolled. The inventory must reflect what is actually connected today. Which TWO approaches should the team use together to enumerate the organization's assets? (Select TWO.)","Active scanning discovers what is actually on the wire, while CMDB, DHCP, and directory records provide context on known assets; together they reconcile managed, unmanaged, and rogue devices. Agent-only, subnet-limited, record-purging, or annual approaches each leave material gaps in the inventory.",secp701::d4::context
"A security researcher discovers a critical remote code execution flaw in a company's web portal. The company operates a public bug bounty program with a defined scope and rules of engagement. The researcher reports the flaw privately through the program, the vendor confirms it and schedules a patch, and the researcher agrees to keep the details confidential until the fix is released, when a public advisory will be published. Which term best describes the researcher's action?","Coordinated (responsible) disclosure gives the vendor a chance to remediate before the public learns of the flaw, and the bug bounty program is the channel through which the report flowed. Full disclosure, exploit brokering, and extortion all lack the vendor-remediation-first sequence.",secp701::d4::context
"The security team subscribes to a dark-web monitoring service. An analyst finds the CTO's corporate email address and a password hash posted on a criminal forum, along with chatter advertising access to the company's VPN. The team has no current evidence of intrusion, but the data appears to match credentials exposed in a recent phishing campaign. What is the primary security value of this dark-web intelligence?","Dark-web monitoring is a threat-intelligence source: finding posted credentials and access chatter enables proactive resets and threat hunting. It does not by itself prove compromise, and it complements rather than replaces vulnerability scanning or forensic investigation.",secp701::d4::context
"A compliance team must assess thousands of servers against a published hardening benchmark, remediate failures, and produce auditable evidence. To do this at scale, they adopt the Security Content Automation Protocol (SCAP) so the checks are machine-readable and repeatable rather than manual. Which set of standards would the team rely on to automate these checks under SCAP?","SCAP bundles XCCDF (checklists and results), OVAL (system-state checks), and CVE (vulnerability identifiers), along with CPE and CVSS, to automate and standardize configuration assessment. The other options are threat-intelligence, monitoring, or email protocols outside SCAP's scope.",secp701::d4::context
"The network operations team needs to know the moment a core switch fails, an interface goes down, or a router restarts so they can respond before users notice. Their monitoring server currently polls devices on a five-minute cycle, which is too slow for critical infrastructure. Which configuration would give the team immediate, event-driven alerts without polling?","SNMP traps are unsolicited notifications sent by managed devices when an event such as a link failure or restart occurs, giving near-real-time alerting. Polling, NetFlow, or disabling SNMP each fail to deliver event-driven fault alerts.",secp701::d4::context
"A Linux web server hosts an application that was breached last year after the web daemon's process was used to read sensitive files. The security team enables SELinux so that even if the application is compromised, it is confined. During rollout, the application fails to start because SELinux denies one of its legitimate operations, and an administrator proposes switching the server to permissive mode. Which statement best describes SELinux and how the team should use it?","SELinux applies mandatory access control so a process is confined by policy even when it runs with elevated privileges; enforcing mode blocks violations while permissive mode only logs them. The correct response is to allow the legitimate operation in policy and remain in enforcing mode, not to disable the control.",secp701::d4::context
"Before issuing credentials to a newly hired remote contractor, the IAM team must confirm the contractor is genuinely who they claim to be. The contractor uploads a government-issued ID, the system compares it with a live selfie, and the contractor answers knowledge-based questions from public records. Only after this passes does the system issue the account. Which IAM process is the team performing?","Identity proofing validates the applicant's identity through identity documents, biometric comparison, and knowledge-based verification before account issuance. Authorization, federation, and accounting all operate after or alongside an established identity.",secp701::d4::context
"An organization allows only company-issued laptops onto the VPN. Each laptop's Trusted Platform Module (TPM) records measurements of the firmware and boot process, signs a statement about those measurements, and presents it to the VPN gateway. The gateway verifies the signature and the measurements before permitting the connection, rejecting devices whose boot state has been altered. What is this mechanism called?","Attestation lets a device demonstrate its state to a verifier: the TPM signs the measured boot values and the VPN gateway checks them, blocking tampered devices. Federation, non-repudiation, and port-based authentication address different problems.",secp701::d4::context
"An organization replaces passwords with FIDO2 passkeys for all employees. Users unlock sign-in on their device with a biometric or PIN, and the private key is generated and stored in the device's secure element. When a user signs in to a site, the site's challenge is answered with the device-bound key rather than a shared secret typed by the user. What is the primary security advantage of this passwordless approach?","FIDO2/WebAuthn passkeys bind the private key to the device and use origin-bound challenges, so there is no password or reusable code for attackers to phish. Server-side key storage or SMS codes each reintroduce the shared-secret weaknesses passkeys remove.",secp701::d4::context
"A retailer's back-office systems process payroll and inventory only during store hours. The IAM policy prevents administrative accounts from authenticating between 10:00 p.m. and 6:00 a.m. local time, when no store employees are scheduled. A night-shift cleaner's badge is also blocked from entering the office floor outside those same hours. Which access control is the company implementing?","Time-of-day restrictions encode business-hours access in the IAM policy, so accounts cannot authenticate outside the permitted window — applied here to both logical and physical access. Lockout, timeout, and geolocation address different access dimensions.",secp701::d4::context
"A security team removes standing administrative rights from all IT staff and deploys a privileged access management tool. When an administrator needs elevated rights, they submit a request with a justification, the tool grants temporary credentials that expire after 15 minutes, and the rights are automatically removed. Every grant and use is recorded. Which TWO statements best describe this ephemeral credential approach? (Select TWO.)","Ephemeral credentials expire automatically, and just-in-time provisioning grants privilege only for the active task, so attackers cannot harvest always-on admin rights. Indefinite validity, standing rights, embedded secrets, and disabled logging all undermine the model.",secp701::d4::context
"A company receives a litigation hold notice after a former employee sues the firm over a disputed contract. The notice covers email, chat, and file-share content related to the contract. The company's data-retention policy normally deletes email after 90 days, and backups are recycled every four weeks. What must the organization do to satisfy this legal hold?","E-discovery and legal hold require preserving potentially relevant data — email, chat, file shares, and backups — and suspending routine destruction until the hold is lifted. Continuing deletions or destroying the data constitutes spoliation and undermines any investigation.",secp701::d4::context
